Preferential,ProductAffected_2,FtaName,Roo_trans,Roo_packaging,Coo_retention,FtaCode,RooText_2,Coo_pen,ProductAffected_0,Coo_valid,productCode,ProductAffected_1,FtaStatusDesc,RooText_4,ProductAffected_4,Roo_wo,RooCode_1,partner,Roo_sets,MFN,Roo_demin,Coo_comp,Roo_outward,RooText_1,RooCode_0,Roo_rvcformula,Coo_err,Roo_accum,Roo_roll,rank,Roo_exhibitions,Coo_ver,FtaStatusDate,Coo_sup,ProductAffected_3,Coo_coo,Coo_app,RooText_3,RooCode_3,FtaId,FtaType,FtaScope,reporter,Roo_mo,Coo_tpi,Roo_indir,RooText_0,Coo_adv,Roo_draw,Roo_fungible,Coo_approved,Roo_terr,Roo_accessories,Coo_refund,RooCode_4,RooCode_2,Coo_exmptcoo
,,,,,,,,,,,8703900000,,,,,,,480,,,,,,,,,,,,1,,,,,,,,,,657,,,450,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,768,,,,,,,,,,,,1,,,,,,,,,,853,,,231,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,690,,,,,,,,,,,,3,,,,,,,,,,853,,,108,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,458,,,,,,,,,,,,5,,,,,,,,,,692,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,418,,,,,,,,,,,,5,,,,,,,,,,103,,,410,,,,,,,,,,,,,,
,,"FTA, CACM-Dominican Republic",included,included,5 years,ITC00252,,provided,,duration not specified years (for multiple shipments),8703900000,,IN FORCE,,,provided,,222,included,,included (7%),not provided,not included,,CTH,build down,not provided,diagonal,not included,2,not included,provided,01.01.2001,not provided,,authorized body,provided,,,246,Free trade agreement,"Plurilateral, Country-Group",214,provided,not provided,included,Cambio a esta partida desde cualquier otra partida.,not provided,not included,included,not included,not included,included,included,,,included (less than USD 1000)
,,,,,,,,,,,8703900000,,,,,,,458,,,,,,,,,,,,1,,,,,,,,,,542,,,364,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,662,,,,,,,,,,,,2,,,,,,,,,,92,,,388,,,,,,,,,,,,,,
,,"FTA, EFTA-Palestine",included,included,3 years,ITC00352,,provided,,4 months,8703900000,,IN FORCE,,,provided,,757,included (RVC 85%),,included (10%),not provided,included,,RVC 60%,import content,provided,diagonal,included,2,included,Indirect,01.07.1999,provided,,authorized body,not provided,,,346,Free trade agreement,"Plurilateral, Country-Group",275,provided,not provided,included,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,not provided,prohibition,not included,included,included,included,included,,,included (less than 500 units of account)
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,3,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,PACER Plus,included,included,5 years,ITC00907,,provided,,2 years,8703900000,,IN FORCE,,,provided,,184,not included,,included (10%),not provided,not included,,CTH or RVC 40%,build down,provided,diagonal and full,not included,4,included,Direct,13.12.2020,not provided,,self-certification,provided,,,877,Free trade agreement,"Plurilateral, Country-Country",090,provided,provided,included,CTH; or RVC (40),provided,not included,materials & final goods,not included,included,included,within 2 years,,,included (less than US$200)
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,2,,,,,,,,,,324,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,231,,,,,,,,,,,,3,,,,,,,,,,146,,,174,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,853,,,834,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,1,,,,,,,,,,330,,,579,,,,,,,,,,,,,,
,,Group of Eight (D8),included,included,3 years,ITC00550,,provided,,6 months,8703900000,,IN FORCE,,,provided,,792,not included,35%,not included,not provided,not included,,RVC 40%,build down,provided,diagonal,not included,2,included,Indirect,01.07.2016,provided,,authorized body,not provided,,,542,Partial scope agreement,"Plurilateral, Country-Country",566,provided,not provided,included,"1. For the purposes of Rule 2(b), a product shall be deemed to be originating if not less than 40 % of ex works price of its content originates from a Contracting Member.",not provided,not included,not included,not included,not included,included,within 6 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,2,,,,,,,,,,141,,,328,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,600,,,,,,,,,,,,2,,,,,,,,,,52,,,032,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,504,,,,,,,,,,,,3,,,,,,,,,,853,,,454,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,344,,,,,,,,,,,,2,,,,,,,,,,692,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,4,,,,,,,,,,293,,,438,,,,,,,,,,,,,,
,,"Regional group, COMESA",included,included,5 years,ITC00660,,provided,,not provided,8703900000,,IN FORCE,,,provided,,434,included,,not included,provided,not included,,WO or RVC 40% or RVC 35% or (CTH + ECT),import content,provided,diagonal,included,2,not included,Indirect,08.12.1994,not provided,,authorized body,provided,,,643,Free trade agreement,"Plurilateral, Country-Country",404,provided,not provided,included,"1 Goods shall be accepted as originating from a Member State if they are consigned directly from a Member State to a consignee in another Member State and: (a) They have been wholly produced as provided for in Rule 3 of this Protocol; or (b) They have been produced in the Member States wholly or partially from materials imported from outside the Member States or of undetermined origin by a process of production, which effects a substantial transformation of those materials such that: i. The c.i.f. value of those materials does not exceed 60 percent of the total cost of the materials used in the production of the goods; or ii. The value added resulting from the process of production accounts for at least 35 percent of the ex-factory cost of the goods; or Manufacture from materials classified in a heading other than that of the product, except from materials of headings 87.02, 87.04 to 87.06",not provided,not included,materials only,not included,not included,included,within 3 months,,,not included
,,SPARTECA,,,,ITC00688,,,,,8703900000,,IN FORCE,,,,,882,,,,,,,,,,,,2,,,01.01.2015,,,,,,,669,Partial scope agreement,"Plurilateral, Country-Country",584,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,690,,,,,,,,,,,,1,,,,,,,,,,643,,,231,,,,,,,,,,,,,,
,,"Regional group, CEFTA",included,included,3 years,ITC00658,,provided,,4 months,8703900000,,IN FORCE,,,provided,,807,included (RVC 85%),,included (10%),provided,included,,RVC 60%,import content,provided,cross-cumulation,included,2,included,Indirect,26.07.2007,provided,,authorized body (self-certification if value < EUR 6000),not provided,,,641,Free trade agreement,"Plurilateral, Country-Country",008,provided,not provided,included,Manufacture in which the value of all the materials used does not exceed 40 % of the ex- works price of the product,not provided,prohibition,materials only,included,included,included,not included,,,included (less than EUR500)
,,,,,,,,,,,8703900000,,,,,,,288,,,,,,,,,,,,2,,,,,,,,,,145,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,2,,,,,,,,,,269,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,643,,,,,,,,,,,,1,,,,,,,,,,774,,,051,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,704,,,,,,,,,,,,1,,,,,,,,,,159,,,392,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,308,,,,,,,,,,,,1,,,,,,,,,,18,,,212,,,,,,,,,,,,,,
0%,,"Regional group, ECOWAS",not included,included,not provided,ITC00663,,not provided,,6 months,8703900000,,IN FORCE,,,provided,,324,included,20%,not included,provided,not included,,CTH or RVC 30%,build down,not provided,diagonal,not included,2,not included,not provided,24.07.1993,not provided,,authorized body,provided,,,646,Free trade agreement,"Plurilateral, Country-Country",270,provided,not provided,not included,"For the purpose of this Protocol, the following operations and processes shall be considered as sufficient to support a claim of origin from a Member State: Where 1) goods are not wholly produced in Member States and where their production requires the exclusive use of materials which are to be classified under a different tariff sub-heading from that of the product; The above rule shall be accompanied by a list of exemptions mentioning the cases where the change in the sub-heading is not a determining factor, or imposing additional conditions. The list shall be established in by a Regulation of the Council of Ministers. Or 2) goods are not wholly produced in Member States and where their production requires the use of materials which have received a value-added of at least 30% of the ex-factory price of the finished goods.",not provided,included,not included,not included,not included,included,not included,,,included (for certain goods)
,,SPARTECA,not included,not included,not provided,ITC00688,,not provided,,not provided,8703900000,,IN FORCE,,,,,798,not included,,not included,not provided,not included,,RVC 50%,build up,not provided,not included,not included,2,not included,not provided,01.01.1981,,,not provided,not provided,,,669,Partial scope agreement,"Plurilateral, Country-Country",554,,not provided,not included,"2 The following shall be the classes of goods entitled to be entered under the New Zealand Tariff at the rates and exemptions provided for Forum Island countries, namely: (b) Goods partly manufactured in the territory of a Forum Island country subject to the following conditions: (i) that the process last performed in the manufacture of the goods was performed in the territory of a Forum Island country; and (ii) that in respect of the goods, the expenditure: (a) in material that is the origin of one or more Forum Island countries or of New Zealand; (b) in other items of factory or works cost (as defined in the New Zealand Customs Regulations) incurred in one or more Forum Island Countries or in New Zealand; or (c) partly in such material and party in such other items as aforesaid is not less than 50 percent of the factory or works costs of the goods in their finished state.",not provided,not included,not included,not included,not included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,716,,,,,,,,,,,,1,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,2,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,SPARTECA,,,,ITC00688,,,,,8703900000,,IN FORCE,,,,,584,,,,,,,,,,,,2,,,01.01.2015,,,,,,,669,Partial scope agreement,"Plurilateral, Country-Country",570,,,,,,,,,,,,,,
,,"Regional group, SADC",included,included,5 years,ITC00675,,provided,,not provided,8703900000,,IN FORCE,,,provided,,690,included,,included (15%),not provided,not included,,SP and RVC 45%,import content,not provided,diagonal,included,2,not included,provided,25.01.2001,not provided,,authorized body,not provided,,,657,Free trade agreement,"Plurilateral, Country-Country",454,provided,not provided,included,"Manufacture in which the value of all the materials used does not exceed 55% of the ex-works price of the product; the manufacture or assembly of the vehicle entails that the floor panels, body sides and roof panels must be attached to each other ; and the engine, transmission, axles, radiators, suspension components, steering mechanisms, braking or electrical equipment or instrumentation must be fitted to the floor panels or chassis frame of the vehicle",not provided,not included,materials only,not included,not included,included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,466,,,,,,,,,,,,2,,,,,,,,,,853,,,404,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,579,,,,,,,,,,,,1,,,,,,,,,,355,,,438,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,1,,,,,,,,,,963,,,740,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,1,,,,,,,,,,13,,,308,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,854,,,,,,,,,,,,3,,,,,,,,,,145,,,384,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,212,,,,,,,,,,,,1,,,,,,,,,,270,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,558,,,,,,,,,,,,1,,,,,,,,,,245,,,152,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,694,,,,,,,,,,,,2,,,,,,,,,,853,,,624,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,704,,,,,,,,,,,,1,,,,,,,,,,637,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,690,,,,,,,,,,,,3,,,,,,,,,,146,,,231,,,,,,,,,,,,,,
,,SPARTECA,,,,ITC00688,,,,,8703900000,,IN FORCE,,,,,598,,,,,,,,,,,,2,,,01.01.2015,,,,,,,669,Partial scope agreement,"Plurilateral, Country-Country",584,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,288,,,,,,,,,,,,3,,,,,,,,,,853,,,178,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,566,,,,,,,,,,,,3,,,,,,,,,,145,,,324,,,,,,,,,,,,,,
,,Treaty on CIS FTA,included,included,3 years,ITC01128,,not provided,,12 months,8703900000,,IN FORCE,,,provided,,762,included (RVC 85%),,included (5%),not provided,not included,,SP and RVC 50%,included,provided,diagonal,included,2,not included,provided,24.12.2015,not provided,,authorized body (self-certification if value < USD 5000),not provided,,,1096,Free trade agreement,"Plurilateral, Country-Country",112,provided,prohibited,included,"Manufacture in which the value of the units and parts used should not exceed 50 % of the ex-works price of the product, provided that processing operations are carried out Manufacture and painting of the body (cab); installation and fastening of the engine, connection of control mechanisms to the engine; installation of radiators and connection of cooling systems; fastening shock absorbers, connecting the transmission; installation of the front suspension and semi-axles, installation of the rear suspension; connection of the steering with the front wheel hubs; Installation of wheels and adjustment of the front hub bearings tightening, installation of the ignition coil; refueling and pumping the steering hydraulic system, brake system, hydraulic clutch; installation and connection of headlights, front and rear signal lights; installation of a muffler and sections of the exhaust pipeline; installation of a fuel tank and connection of a fuel line; installation of the generator and adjustment of the drive belt tension; installation and connection of the battery with checking the operation of the on-board electrical circuits; engine diagnostics and adjustment; checking the effectiveness of the braking system; preservation of quickly damaged areas; elimination of defects after assembly; application of the identification number on the plate and the car; car running-in. In the above processing and manufacture operations for goods of heading 8704, instead of manufacturing and painting the coachwork (cab), it is allowed to perform operations for the manufacture of a frame with a suspension and bridges.",not provided,not included,not included,not included,not included,included,within 12 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,562,,,,,,,,,,,,1,,,,,,,,,,646,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,694,,,,,,,,,,,,2,,,,,,,,,,145,,,566,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,570,,,,,,,,,,,,2,,,,,,,,,,877,,,548,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,3,,,,,,,,,,141,,,662,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,2,,,,,,,,,,148,,,296,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,3,,,,,,,,,,103,,,392,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,262,,,,,,,,,,,,3,,,,,,,,,,146,,,232,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,548,,,,,,,,,,,,1,,,,,,,,,,148,,,184,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,736,,,,,,,,,,,,3,,,,,,,,,,146,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,732,,,,,,,,,,,,2,,,,,,,,,,853,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,072,,,,,,,,,,,,3,,,,,,,,,,149,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,360,,,,,,,,,,,,1,,,,,,,,,,692,,,344,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,604,,,,,,,,,,,,1,,,,,,,,,,93,,,068,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,624,,,,,,,,,,,,2,,,,,,,,,,853,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,288,,,,,,,,,,,,2,,,,,,,,,,853,,,270,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,262,,,,,,,,,,,,1,,,,,,,,,,643,,,232,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,1,,,,,,,,,,355,,,757,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,2,,,,,,,,,,144,,,646,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,736,,,,,,,,,,,,1,,,,,,,,,,643,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,643,,,818,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,704,,,,,,,,,,,,2,,,,,,,,,,196,,,608,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,554,,,,,,,,,,,,2,,,,,,,,,,669,,,296,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,736,,,,,,,,,,,,3,,,,,,,,,,853,,,434,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,659,,,,,,,,,,,,2,,,,,,,,,,963,,,328,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,484,,,,,,,,,,,,1,,,,,,,,,,248,,,340,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,084,,,,,,,,,,,,2,,,,,,,,,,270,,,052,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,798,,,,,,,,,,,,1,,,,,,,,,,669,,,090,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,418,,,,,,,,,,,,5,,,,,,,,,,692,,,104,,,,,,,,,,,,,,
,,"Regional group, Aladi: AAP.AG 02 (Seeds)",included,not included,not provided,ITC00651,,not provided,,180 days,8703900000,,IN FORCE,,,provided,,604,not included,35%,not included,not provided,not included,,CTH or RVC 50%,included,not provided,diagonal,not included,2,not included,Indirect,18.06.1993,not provided,,authorized body,not provided,,,635,Partial scope agreement,"Plurilateral, Country-Country",170,provided,provided,not included,"c) Las mercancías elaboradas en sus territorios utilizando materiales de países no participantes en el acuerdo, siempre que resulten de un proceso de transformación realizado en alguno de los países participantes que les confiera una nueva individualidad caracterizada por el hecho de quedar clasificadas en la NALADISA en partida diferente a la de dichos materiales.d) Las mercancías que resulten de operaciones de ensamble o montaje, realizadas en el territorio de un país participante utilizando materiales originarios de los países participantes del acuerdo y de terceros países, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países no exceda del 50 (cincuenta) por ciento del valor FOB de exportación de tales mercancías.",not provided,not included,not included,not included,included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,480,,,,,,,,,,,,1,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,4,,,,,,,,,,103,,,699,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,360,,,,,,,,,,,,4,,,,,,,,,,103,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,584,,,,,,,,,,,,3,,,,,,,,,,148,,,583,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,480,,,,,,,,,,,,3,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,332,,,,,,,,,,,,2,,,,,,,,,,18,,,212,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,710,,,,,,,,,,,,1,,,,,,,,,,351,,,426,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,520,,,,,,,,,,,,1,,,,,,,,,,632,,,242,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,862,,,,,,,,,,,,1,,,,,,,,,,178,,,484,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,858,,,,,,,,,,,,2,,,,,,,,,,52,,,600,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,418,,,,,,,,,,,,1,,,,,,,,,,196,,,036,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,608,,,,,,,,,,,,3,,,,,,,,,,692,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,558,,,,,,,,,,,,3,,,,,,,,,,242,,,320,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,583,,,,,,,,,,,,4,,,,,,,,,,877,,,036,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,554,,,,,,,,,,,,5,,,,,,,,,,103,,,360,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,4,,,,,,,,,,103,,,410,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,270,,,,,,,,,,,,2,,,,,,,,,,853,,,266,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,566,,,,,,,,,,,,1,,,,,,,,,,853,,,270,,,,,,,,,,,,,,
,,"Regional group, SADC",included,included,5 years,ITC00675,,provided,,not provided,8703900000,,IN FORCE,,,provided,,710,included,,included (15%),not provided,not included,,SP and RVC 45%,import content,not provided,diagonal,included,2,not included,provided,25.01.2001,not provided,,authorized body,not provided,,,657,Free trade agreement,"Plurilateral, Country-Country",480,provided,not provided,included,"Manufacture in which the value of all the materials used does not exceed 55% of the ex-works price of the product; the manufacture or assembly of the vehicle entails that the floor panels, body sides and roof panels must be attached to each other ; and the engine, transmission, axles, radiators, suspension components, steering mechanisms, braking or electrical equipment or instrumentation must be fitted to the floor panels or chassis frame of the vehicle",not provided,not included,materials only,not included,not included,included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,710,,,,,,,,,,,,2,,,,,,,,,,853,,,262,,,,,,,,,,,,,,
,,"FTA, Peru-Singapore",included,included,4 years,ITC00517,,provided,,12 months (for single shipment),8703900000,,IN FORCE,,,provided,,702,included (RVC 85%),,included (10%),provided,not included,,CTH or RVC 40%,build down,provided,bilateral and full,not included,3,not included,Direct,01.08.2009,not provided,,self-certification,provided,,,512,Free trade agreement,"Bilateral, Country-Country",604,provided,provided,included,"A change to subheading 8703.90 from any other heading; or No change in tariff classification is required, provided that there is a qualifying value content of not less than 40 percent.",within 120 days,not included,materials & final goods,not included,included,included,within 1 year,,,included
,,,,,,,,,,,8703900000,,,,,,,887,,,,,,,,,,,,2,,,,,,,,,,651,,,818,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,728,,,,,,,,,,,,2,,,,,,,,,,853,,,480,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,112,,,,,,,,,,,,1,,,,,,,,,,316,,,051,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,520,,,,,,,,,,,,1,,,,,,,,,,669,,,296,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,426,,,,,,,,,,,,2,,,,,,,,,,853,,,270,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,646,,,,,,,,,,,,3,,,,,,,,,,853,,,266,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,694,,,,,,,,,,,,2,,,,,,,,,,853,,,174,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,702,,,,,,,,,,,,2,,,,,,,,,,416,,,414,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,3,,,,,,,,,,184,,,275,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,188,,,,,,,,,,,,1,,,,,,,,,,280,,,156,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,438,,,,,,,,,,,,1,,,,,,,,,,854,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,566,,,,,,,,,,,,1,,,,,,,,,,145,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,678,,,,,,,,,,,,1,,,,,,,,,,853,,,148,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,579,,,,,,,,,,,,1,,,,,,,,,,322,,,438,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,340,,,,,,,,,,,,1,,,,,,,,,,295,,,222,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,438,,,,,,,,,,,,1,,,,,,,,,,351,,,352,,,,,,,,,,,,,,
,,AAP.CE 13: Argentina-Paraguay,included,not included,not provided,ITC00025,,not provided,,180 days,8703900000,,IN FORCE,,,provided,,600,not included,,not included,not provided,not included,,CTH or RVC 50%,included,not provided,bilateral,not included,2,not included,Indirect,28.11.1989,not provided,,authorized body,not provided,,,25,Partial scope agreement,"Bilateral, Country-Country",032,provided,provided,not included,"c) Las mercancías elaboradas en sus territorios utilizando materiales de países no participantes en el acuerdo, siempre que resulten de un proceso de transformación realizado en alguno de los países participantes que les confiera una nueva individualidad caracterizada por el hecho de quedar clasificadas en la NALADISA en partida diferente a la de dichos materiales.d) Las mercancías que resulten de operaciones de ensamble o montaje, realizadas en el territorio de un país participante utilizando materiales originarios de los países participantes del acuerdo y de terceros países, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países no exceda del 50 (cincuenta) por ciento del valor FOB de exportación de tales mercancías.",not provided,not included,not included,not included,included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,180,,,,,,,,,,,,2,,,,,,,,,,643,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,566,,,,,,,,,,,,2,,,,,,,,,,853,,,450,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,3,,,,,,,,,,767,,,438,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,174,,,,,,,,,,,,2,,,,,,,,,,853,,,120,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,608,,,,,,,,,,,,2,,,,,,,,,,196,,,360,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,426,,,,,,,,,,,,3,,,,,,,,,,853,,,178,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,212,,,,,,,,,,,,1,,,,,,,,,,13,,,028,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,694,,,,,,,,,,,,1,,,,,,,,,,145,,,478,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,716,,,,,,,,,,,,3,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,2,,,,,,,,,,877,,,242,,,,,,,,,,,,,,
,,Group of Eight (D8),included,included,3 years,ITC00550,,provided,,6 months,8703900000,,IN FORCE,,,provided,,586,not included,,not included,not provided,not included,,RVC 40%,build down,provided,diagonal,not included,2,included,Indirect,01.07.2016,provided,,authorized body,not provided,,,542,Partial scope agreement,"Plurilateral, Country-Country",364,provided,not provided,included,"1. For the purposes of Rule 2(b), a product shall be deemed to be originating if not less than 40 % of ex works price of its content originates from a Contracting Member.",not provided,not included,not included,not included,not included,included,within 6 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,052,,,,,,,,,,,,1,,,,,,,,,,18,,,028,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,768,,,,,,,,,,,,1,,,,,,,,,,853,,,384,,,,,,,,,,,,,,
