ProductAffected_2,ProductAffected_1,Roo_demin,Coo_valid,FtaType,RooCode_3,Roo_draw,Coo_ver,Roo_packaging,Coo_refund,FtaStatusDesc,Coo_coo,FtaName,Roo_outward,Roo_exhibitions,Coo_err,RooText_0,Coo_retention,FtaCode,Coo_tpi,Roo_trans,Roo_accessories,Roo_fungible,Roo_sets,FtaStatusDate,Coo_exmptcoo,RooCode_2,RooCode_4,Roo_accum,Roo_indir,RooText_3,ProductAffected_4,RooCode_1,ProductAffected_0,Coo_comp,RooText_1,Coo_pen,Coo_app,RooText_2,Roo_mo,Roo_rvcformula,FtaId,RooCode_0,Roo_wo,Roo_roll,RooText_4,Coo_sup,MFN,Coo_approved,Preferential,Coo_adv,ProductAffected_3,Roo_terr,FtaScope
,,included (10%),6 months,Partial scope agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body,Egypt-Palestine,not included,included,provided,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",3 years,ITC00136,provided,included,included,not included,included,25.01.1994,included (less than USD 500),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build up / build down,131,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,not included,12 months,Early harvest program/interim agreement,,not included,Indirect,included,not included,IN FORCE,authorized body,"EHP, India-Thailand",not included,included,provided,Criteria shall be applied in determining the origin of not­wholly produced or obtained products provided that the final process of the manufacture is performed within the territory of the exporting Party and subject to Rule 8: i. local value added content of 40% meaning thereby that the total value of materials originating from the countries other than the Parties or of undetermined origin (that is non­originating materials) used does not exceed 60% of the FOB value of the product so produced or obtained and ii. change in tariff heading at the 4 digit level of Harmonised System where the final export product is classified differently from all the non­originating materials used in its production.,2 years,ITC00141,not provided,included,included,materials only,not included,01.09.2004,not included,,,bilateral,included,,,,,not provided,,provided,not provided,,provided,build down,136,CTH and RVC 40%,provided,not included,,provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),365 days (for single shipment),Early harvest program/interim agreement,,not included,Direct,included,within 6 months,IN FORCE,authorized body,"EHP, Peru-Thailand",not included,not included,not provided,"1. Except as other wise provided in this Annex, each Party shall provide that a good is originating where: (a) it is wholly obtained or produced entirely in the territory of one or both Parties; or (c) it is produced in the territory of one or both Parties exclusively from originating materials.",5 years,ITC00143,provided,included,included,materials & final goods,included (RVC 85%),31.12.2011,not included,,,bilateral and full,included,,,,,not provided,,provided,provided,,provided,build down,138,WO or SP,provided,not included,,not provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (7 or 10%),1 year (for single shipment),Free trade agreement,,not included,Indirect,included,within 12 months,IN FORCE,authorized body,"EPA, ASEAN-Japan",not included,not included,provided,RVC 40%,3 years,ITC00144,provided,included,included,materials only,not included,01.06.2009,included (less than JPY 200000 or USD 200),,,bilateral,included,,,,,not provided,,provided,not provided,,provided,build down,139,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Plurilateral, Country-Group"
,,chapter-specific,12 months (for single shipment),Free trade agreement,,not included,provided,included,within 12 months,IN FORCE,authorized body,"EPA, Brunei-Japan",not included,included,provided,"A change to subheading 8701.10 through 8716.90 from any other subheading; or No required change in tariff classification to subheading 8701.10 through 8716.90, provided that there is a qualifying value content of not less than 40 percent.",3 years,ITC00145,provided,included,included,materials & final goods,not included,31.07.2008,included (less than USD 200),,,bilateral,included,,,,,provided,,provided,provided,,provided,build down,140,CTSH or RVC 40%,provided,included,,provided,,not included,,provided,,included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, Cariforum-EU",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00146,not provided,included,included,not included,included (RVC 85%),29.12.2008,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,provided,import content,141,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Group-Group"
,,chapter-specific,1 year (for single shipment),Free trade agreement,,not included,Indirect,included,within 1 year,IN FORCE,authorized body,"EPA, Chile-Japan",not included,included,provided,"No required change in tariff classification to heading 87.02 through 87.04, provided there is a qualifying value content of not less than 45 percent when the Build-down method is used, or of not less than 30 percent when the Build-up method is used.",5 years,ITC00147,provided,included,included,materials & final goods,included,03.09.2007,included (less than USD 1000),,,bilateral,included,,,,,provided,,provided,not provided,,provided,build up / build down,142,RVC 45/30%,provided,not included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),1 year,Free trade agreement,,not included,provided,included,within 90 days,IN FORCE,authorized body,"EPA, China-Hong Kong",not included,not included,not provided,Change in Tariff Heading and to fulfil the regional value content requirement (60% for Build-down method or 50% for Buildup method).,3 years,ITC00148,not provided,included,included,materials only,included (RVC 85%),01.01.2004,not included,,,bilateral,included,,,,,not provided,,not provided,not provided,,provided,build up / build down,143,CTH and RVC 60/50%,provided,not included,,provided,,included,,not provided,,not included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, EAC-EU (Interim Agreement)",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00149,not provided,included,included,not included,included (RVC 85%),01.01.2008,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,not provided,,provided,import content,144,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Group-Group"
,For Derogation ,included (10% (for EU) and 15% (for West Africa)),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, ECOWAS & Mauritania-EU",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00150,not provided,included,included,materials only,included (RVC 85%),03.09.2016,included (less than EUR500),,,full+cross cumulation,included,,,CTH or RVC 50%,"For Vehicles other than railway or tramway rolling stock, and parts and accessories thereof; except for: ",provided,Manufacture in which all the materials used are classified within a heading other than that of the product or Manufacture in which the value of all the materials used does not exceed 50 % of the ex-works price of the product,provided,provided,,provided,import content,145,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Group-Group"
,,included (15%),10 months,Free trade agreement,,not included,provided,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, ESA-EU",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00151,not provided,included,included,not included,included (RVC 85%),14.05.2012,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,,import content,146,RVC 60%,,included,,,,included,,not provided,,included,"Plurilateral, Group-Group"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, EU-CAEMC & São Tomé and Príncipe",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00152,not provided,included,included,not included,included (RVC 85%),04.08.2014,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,not provided,,provided,import content,147,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Group-Group"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, EU-Pacific Islands",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00153,not provided,included,included,not included,included (RVC 85%),31.12.2018,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,provided,import content,148,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Group-Group"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, EU-SADC",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00154,not provided,included,included,materials only,included (RVC 85%),10.10.2016,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,,import content,149,RVC 60%,,included,,,,included,,not provided,,included,"Plurilateral, Group-Group"
,,included (7 or 10%),12 months (for single shipment),Free trade agreement,,not included,Indirect,included,within 9 months,IN FORCE,authorized body,"EPA, India-Japan",not included,not included,provided,"1 For the purposes of subparagraph (b) of Article 27, a good shall qualify as an originating good of a Party if:(a) the good has a qualifying value content, calculated using the formula set out in Article 30, of not less than 35 percent; and(b) all non-originating materials used in the production of the good have undergone in the Party a change in tariff classification at the six-digit level (i.e. a change in tariff subheading) of the Harmonized System.",5 years,ITC00155,provided,included,included,materials & final goods,not included,01.08.2011,not included,,,bilateral,included,,,,,provided,,provided,provided,,provided,build up / build down,150,CTSH and RVC 35%,provided,not included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,chapter-specific,12 months (for single shipment),Free trade agreement,,not included,provided,included,within 12 months,IN FORCE,authorized body,"EPA, Indonesia-Japan",not included,not included,provided,"A change to subheading 8701.10 through 8716.90 from any other subheading; or No required change in tariff classification to subheading 8701.10 through 8716.90, provided that there is a qualifying value content of not less than 40 percent.",5 years,ITC00156,provided,included,included,materials & final goods,not included,01.07.2008,included (less than US$200),,,bilateral,included,,,,,provided,,provided,not provided,,provided,build down,151,CTSH or RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,chapter-specific,12 months (for single shipment),Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"EPA, Japan-Malaysia",not included,not included,provided,"No required change in tariff classification to heading 87.03, provided there is a qualifying value content of not less than 60 percent.",5 years,ITC00157,provided,included,included,materials & final goods,not included,13.07.2006,included (less than USD 1000),,,bilateral,included,,,,,provided,,provided,provided,,provided,build down,152,RVC 60%,provided,included,,provided,,not included,,provided,,included,"Bilateral, Country-Country"
,,included (10%),1 year (for single shipment),Free trade agreement,,not included,Combined,included,included,IN FORCE,authorized body,"EPA, Japan-Mexico",not included,not included,not provided,"A change to subheading 8703.21 through 8703.90 from any other heading, provided there is a regional value content of not less than 65 percent.",5 years,ITC00158,not provided,included,included,materials & final goods,included (RVC 90%),01.04.2005,included (less than US$1000),,,bilateral and full,included,,,,,provided,,provided,provided,,provided,build down,153,CTH and RVC 65%,provided,included,,provided,15%,not included,0%,not provided,,included,"Bilateral, Country-Country"
,,chapter-specific,12 months (for single shipment),Free trade agreement,,not included,Indirect,included,within 12 months,IN FORCE,authorized body,"EPA, Japan-Mongolia",not included,not included,provided,CTH or QVC 40,5 years,ITC00159,provided,included,included,materials & final goods,not included,07.06.2016,included (less than USD 1500),,,bilateral and full,included,,,,,provided,,provided,provided,,provided,build up / build down,154,CTH or RVC 40%,provided,not included,,provided,,not included,,within 30 days,,included,"Bilateral, Country-Country"
,,chapter-specific,6 months (for single shipment),Free trade agreement,,not included,provided,included,within 12 months,IN FORCE,authorized body,"EPA, Japan-Philippines",not included,not included,provided,"No required change in tariff classification to heading 87.02 through 87.06, provided that there is a qualifying value content of not less than 40 percent.",5 years,ITC00160,provided,included,included,materials & final goods,not included,11.12.2008,included (less than USD 200),,,bilateral,included,,,,,provided,,provided,provided,,provided,build down,155,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,chapter-specific,12 months,Free trade agreement,,not included,Indirect,not included,not included,IN FORCE,authorized body,"EPA, Japan-Singapore",not included,not included,not provided,"A change to subheading 8701.10 through 8716.90 from any other subheading; or No required change in tariff classification to subheading 8701.10 through 8716.90, provided that there is a qualifying value content of not less than 40 per cent.",not provided,ITC00161,not provided,included,not included,materials & final goods,not included,30.11.2002,included (less than JPY 200000),,,bilateral and full,not included,,,,,provided,,not provided,not provided,,provided,build down,156,CTSH or RVC 40%,provided,not included,,provided,,not included,,within 30 days,,included,"Bilateral, Country-Country"
,,included (7 or 10%),12 months (for single shipment),Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body,"EPA, Japan-Switzerland",not included,not included,provided,"1 For the purposes of subparagraph (b) of Article II of this Annex, a product obtained using non-originating materials shall be considered as an originating product of a Party, if:(a) the value of non-originating materials used in the production of the product does not exceed 60 per cent of the ex-works price of the product; or(b) all non-originating materials used in the production of the product have undergone in the customs territory of the Party, a change in tariff classification at the level of the first four-digit code of the Harmonized System.",3 years,ITC00162,provided,included,included,materials & final goods,not included,01.09.2009,included (value not specified),,,bilateral,included,,,,,provided,,provided,provided,,provided,import content,157,RVC 40% or CTH,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,chapter-specific,12 months (for single shipment),Free trade agreement,,not included,provided,included,within 12 months,IN FORCE,authorized body,"EPA, Japan-Thailand",not included,not included,provided,"No required change in tariff classification to heading 87.02 through 87.04, provided that there is a qualifying value content of not less than 40 per cent.",5 years,ITC00163,provided,included,included,materials & final goods,not included,01.11.2007,included (less than US$200),,,bilateral,included,,,,,provided,,provided,not provided,,provided,build down,158,RVC 40%,provided,included,,provided,,not included,,provided,,included,"Bilateral, Country-Country"
,,included (7 or 10%),1 year (for single shipment),Free trade agreement,,not included,Indirect,included,within 12 months,IN FORCE,authorized body,"EPA, Japan-Viet Nam",not included,not included,provided,LVC 40%,3 years,ITC00164,provided,included,included,materials only,not included,01.10.2009,"included (less than JPY 200,000 for Japan or USD 200 for Vietnam)",,,bilateral,included,,,,,provided,,provided,provided,,provided,build down,159,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,For Other ,included (15%),10 months,Non-reciprocal arrangement,,not included,provided,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),Cotonou Agreement,not included,included,provided,Beading or moulding,3 years,ITC00167,not provided,included,included,not included,included (RVC 85%),01.04.2003,included (less than EUR500),,,full+cross cumulation,included,,,RVC 60%,"For Beadings and mouldings, including ",provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,provided,provided,,provided,import content,162,SP,provided,included,,provided,,included,,not provided,,included,"Unilateral, Group-Group"
,,included (15%),10 months,Non-reciprocal arrangement,,not included,Indirect,included,included,IN FORCE,authorized body,EU for GSP Countries,not included,included,provided,Manufacture in which the value of all the materials used does not exceed 50 % of the ex-works price of the product,3 years,ITC00168,not provided,included,included,materials only,included (RVC 85%),01.01.1971,included (less than EUR 500 ),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,163,RVC 50%,provided,included,,provided,,included,,provided,,included,"Unilateral, Group-Group"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 10000),EU-Overseas Countries and Territories,not included,included,provided,Manufacture in which the value of all the materials used does not exceed 50 % of the ex-works price of the product,3 years,ITC00176,not provided,included,included,materials only,included (RVC 85%),01.01.1971,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,not provided,,provided,included,171,RVC 50%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Group-Group"
,,included (7%),not provided,Non-reciprocal arrangement,,not included,not provided,included,not included,IN FORCE,not provided,United States for Freely Associated States,not included,not included,not provided,"(b) Except as provided in subdivisions (d) and (e) of this note, any article the growth, product or manufacture of a freely associated state shall enter the customs territory of the United States free of duty if-(i) such article is imported directly from the freely associated state, and (ii) the sum of (A) the cost or value of the materials produced in the freely associated state, plus (B) the direct costs of processing operations performed in the freely associated state is not less than 35 percent of the appraised value of such article at the time of its entry into the customs territory of the United States. If the cost or value of materials produced in the customs territory of the United States is included with respect to an article the product of a freely associated state and not described in subdivision (d) of this note, an amount not to exceed 15 percent of the appraised value of such article at the time it is entered that is attributed to such United States cost or value may be applied toward determining the percentage referred to in subdivision (b)(ii)(B) of this note.",not provided,ITC00182,not provided,included,included,included,not included,01.10.1994,not included,,,"bilateral (with limitation), cross and full",included,,,,,not provided,,not provided,not provided,,provided,build up,176,RVC 35%,not provided,not included,,not provided,2.5%,not included,,not provided,,not included,"Unilateral, Country-Group"
,,included (7%),1 year (for single shipment),Free trade agreement,,not included,provided,included,included,IN FORCE,authorized body,"FTA, AAP.CE 33: Group of Three",included,included,not provided,"d) Las mercancías que resulten de operaciones de ensamble o montaje, realizadas en el territorio de un país signatario utilizando materiales originarios de los países participantes del acuerdo y de terceros países, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países no exceda del 50 (cincuenta) por ciento del valor FOB de exportación de tales mercancías.",5 years,ITC00184,not provided,included,included,materials only,included (RVC 93%),01.01.1995,included,,,diagonal and full,included,,,,,not provided,,provided,provided,,provided,build down,178,RVC 50%,provided,included,,provided,,not included,,within 120 days,,included,"Plurilateral, Country-Country"
,,not included,1 year,Free trade agreement,,not included,provided,included,within un year,IN FORCE,authorized body,"FTA, AAP.CE 38: Chile-Peru",not included,not included,not provided,"(i) las mercancías elaboradas con materiales no originarios, siempre que resulten de un proceso de producción o transformación, realizado en las Partes que les confiera una nueva individualidad. Esta individualidad está presente en el hecho que la mercancía se clasifique en partida diferente a los materiales, según nomenclatura NALADISA. (j) las mercancías que no cumplan con el correspondiente cambio de clasificación arancelaria, porque el proceso de producción o transformación no implica cambio de partida en la nomenclatura NALADISA, siempre que el valor CIF puerto de destino o CIF puerto marítimo de los materiales no originarios no exceda del 50% del valor FOB de exportación de las mercancías. (k) las mercancías resultantes de operaciones de montaje o ensamblaje realizadas dentro del territorio de las Partes, utilizando materiales no originarios, habiendo o no cambio de partida, siempre que el valor CIF puerto de destino o CIF puerto marítimo de los materiales no originarios no exceda del 50% del valor FOB de exportación de las mercancías.",5 years,ITC00185,provided,included,not included,not included,not included,01.03.2009,not included,,,bilateral,not included,,,,,provided,,provided,provided,,provided,not included,179,CTH or RVC 50%,provided,not included,,provided,,not included,,within 150 days,,included,"Bilateral, Country-Country"
,,included (8%),2 years (for multiple shipments),Free trade agreement,,not included,provided,included,within un year,IN FORCE,self-certification,"FTA, AAP.CE 41: Chile-Mexico",not included,not included,not provided,"No se requiere cambio de clasificación arancelaria a la partida 87.03, cumpliendo con un contenido regional no menor a: a) 32%, cuando se utilice el método de valor de transacción; o b) 26%, cuando se utilice el método de costo neto.",5 years,ITC00186,not provided,included,included,materials only,included (RVC 92%),01.08.1999,included,,,bilateral and full,included,,,,,not provided,,provided,provided,,,build down / net cost,180,RVC 32% or SP,,included,,,15%,not included,0%,provided,,included,"Bilateral, Country-Country"
,,included (8%),2 years (for multiple shipments),Free trade agreement,,not included,provided,included,within 180 days,IN FORCE,authorized body,"FTA, AAP.CE 60: Mexico-Uruguay",prohibited,not included,not provided,Las disposiciones del Acuerdo de Complementación Económica No. 55 se aplicarán.,5 years,ITC00187,provided,included,included,materials only,included (RVC 92%),12.08.2004,included (less than US$1000),,,bilateral and full,included,,,,,provided,,provided,provided,,,build down / net cost,181,SP,,included,,,,not included,,provided,,included,"Bilateral, Country-Country"
,,included (7%),1 year,Free trade agreement,,not included,provided,included,not included,IN FORCE,self-certification,"FTA, AAP.CE 66: Bolivia-Mexico",not included,not included,not provided,"Un cambio a la subpartida 8703.21 a 8703.90 de cualquier otra partida, cumpliendo con un contenido regional no menor a 40% cuando se utilice el método de costo neto.",5 years,ITC00188,not provided,included,included,materials only,included (RVC 93%),07.06.2010,included (less than US$1000),,,bilateral and full,included,,,,,not provided,,provided,provided,,,build down / net cost,182,CTH and RVC 40%,,included,,,15%,not included,0%,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Agadir",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00190,not provided,included,included,materials only,included (RVC 85%),27.03.2007,included (less than EUR 500),,,cross-cumulation,included,,,,,not provided,,provided,not provided,,provided,import content,184,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,not included,Indirect,included,within 12 months,IN FORCE,authorized body,AANZFTA,not included,not included,provided,RVC(40),3 years,ITC00202,provided,included,included,materials only,not included,12.03.2010,included (less than US$200),,,diagonal,included,,,,,not provided,,provided,provided,,,build up / build down,196,RVC 40%,,not included,,,,not included,,provided,,not included,"Plurilateral, Group-Group"
,,included (10%),1 year (for single shipment),Free trade agreement,,allowed,Indirect,included,within 12 months,IN FORCE,authorized body,"FTA, ASEAN-China",not included,included,provided,"A good shall be treated as an originating good if the good has a regional value content of not less than 40 per cent of FOB calculated using the formula as described in Article 5 of this ANNEX, and the final process of production is performed within a Party",3 years,ITC00203,provided,included,included,materials only,not included,01.07.2005,included (less than US$200),,,diagonal,included,,,,,not provided,,not provided,provided,,provided,build down,197,RVC 40%,provided,included,,provided,,included,,provided,,not included,"Plurilateral, Country-Group"
,,not included,12 months,Free trade agreement,,not included,Indirect,included,within 12 months,IN FORCE,authorized body,"FTA, ASEAN-India",not included,included,provided,"(a) For the purposes of Rule 2(b), a product shall be deemed to be originating if: (i) the AIFTA content is not less than 35 per cent of the FOB value; and (ii) the non-originating materials have undergone at least a change in tariff sub-heading (CTSH) level of the Harmonized System, provided that the final process of the manufacture is performed within the territory of the exporting Party.",2 years,ITC00205,provided,included,included,materials only,not included,01.01.2010,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,build up / import content,199,CTSH and RVC 35%,provided,not included,,provided,,not included,,not provided,,not included,"Plurilateral, Country-Group"
,,included (10%),1 year,Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Australia-Chile",not included,included,not provided,A change to heading 8703 from any other heading provided there is a regional value content of not less than 40 per cent.,5 years,ITC00208,provided,included,included,materials & final goods,included (RVC 75%),06.03.2009,included (less than US$1000),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build down,202,CTH and RVC 40%,provided,not included,,not provided,,not included,,within 30 working days,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,not included,Direct,included,within 12 months,IN FORCE,authorized body,"FTA, Australia-China",not included,not included,provided,CTH and RVC 45%,3 years,ITC00209,not provided,included,included,materials only,not included,20.12.2015,included (less than AUD 1000 for Australia / 6000 RMB for China),,,bilateral,included,,,,,not provided,,not provided,provided,,provided,build down,203,CTH and RVC 45%,provided,included,,provided,,not included,,within 60 days,,included,"Bilateral, Country-Country"
,,included (10%),2 years (for multiple shipments),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,authorized body/self-certification,"FTA, Australia-Korea",included,not included,provided,CTH and RVC(30/40),5 years,ITC00213,provided,included,included,materials & final goods,not included,12.12.2014,included (less than AUD 1000 for Australia / US$1000 for Korea),,,bilateral and full,included,,,,,not provided,,provided,provided,,provided,build up / build down,207,CTH and RVC 30/40%,provided,included,,provided,,not included,,provided,,included,"Bilateral, Country-Country"
,,included (10%),1 year,Free trade agreement,,not included,Combined,included,within 1 year,IN FORCE,self-certification (Australia) / authorized body (Malaysia),"FTA, Australia-Malaysia",not included,included,provided,RVC(40) or CTH,5 years,ITC00214,provided,included,included,materials only,not included,01.01.2013,included (less than US$200),,,bilateral and full,included,,,,,provided,,provided,provided,,provided,build up / build down,208,CTH or RVC 40%,provided,not included,,not provided,,not included,,within 90 days,,included,"Bilateral, Country-Country"
,,included (10%),not provided,Free trade agreement,,not included,Direct,included,not included,IN FORCE,self-certification,"CER, Australia-New Zealand",not included,not included,not provided,"Change to heading 8703 from any other heading; or No change in tariff classification is required, provided that there is a regional value content of not less than 40 percent based on the build-down method",5 years,ITC00216,not provided,included,included,materials & final goods,not included,01.01.1983,not included,,,bilateral,included,,,,,not provided,,not provided,not provided,,provided,build up / build down / factory cost,210,CTH or RVC 40%,provided,not included,,not provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),1 year (for multiple shipments),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Australia-Peru",not included,not included,provided,RVC 45,5 years,ITC00217,provided,included,included,materials & final goods,included (RVC 80%),11.02.2020,included (less than AU$1000 for Australia / US$800 for Peru),,,bilateral and full,included,,,,,not provided,,provided,provided,,not provided,build up / build down,211,RVC 45%,provided,included,,provided,,not included,,within 150 days,,included,"Bilateral, Country-Country"
,,included (10%),1 year,Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Australia-Singapore",not included,not included,provided,CTH or RVC(40),5 years,ITC00218,provided,included,included,materials & final goods,included (RVC 90%),28.07.2003,included (less than AUD1000),,,bilateral and full,included,,,,,not provided,,provided,not provided,,not provided,build up / build down,212,CTH or RVC 40%,provided,included,,not provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),not provided,Free trade agreement,,not included,Direct,included,not included,IN FORCE,authorized body,"FTA, Australia-Thailand",not included,not included,not provided,Change to heading 8703 from any other heading provided there is a regional value content of not less than 40 percent.,5 years,ITC00219,not provided,included,included,materials & final goods,not included,01.01.2005,included (conditions not specified),,,bilateral and full,not included,,,,,provided,,provided,provided,,not provided,build down,213,CTH and RVC 40%,provided,not included,,not provided,,not included,,within 30 working days,,included,"Bilateral, Country-Country"
,,included (10%),not provided,Free trade agreement,,not included,Direct,included,not included,IN FORCE,self-certification,"FTA, Australia-United States",not included,not included,not provided,"A change to heading 8701 through 8705 from any heading outside that group, provided that there is a regional value content of not less than 50 percent under the Net Cost method.",5 years,ITC00221,not provided,included,included,materials & final goods,not included,01.01.2005,not included,,,bilateral and full,included,,,,,not provided,,provided,provided,,not provided,build up / build down / net cost,215,CTH + ECT and RVC 50%,provided,not included,,not provided,2.5%,not included,0%,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),6 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body,"FTA, Bahrain-Jordan",not included,included,provided,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",3 years,ITC00222,not provided,included,included,not included,included,29.05.2005,included (less than USD 500),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build up / build down,216,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,included,not included,IN FORCE,self-certification,"FTA, Bahrain-United States",not included,not included,not provided,"(b) for goods other than those covered by the rules in Annex 3-A or Annex 4-A, the good is a new or different article of commerce that has been grown, produced, or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties, plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of a Party",5 years,ITC00226,not provided,included,not included,not included,not included,01.08.2006,not included,,,bilateral and full,included,,,,,not provided,,provided,provided,,provided,build up,220,RVC 35%,provided,not included,,not provided,2.5%,not included,0%,within 150 days,,included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,included,IN FORCE,authorized body (self-declaration allowed for consignments below USD 5000),"FTA, Belarus-Serbia",not included,included,not provided,1. The goods are considered to have underwent sufficient manufacturing / processing in one of the States of the Contracting Parties if the goods underwent manufacturing / processing and the value of the materials of foreign origin used in this process does not exceed 50 % of the value of the exported goods.,3 years,ITC00230,provided,included,included,not included,not included,31.03.2009,not included,,,cross-cumulation,included,,,,,not provided,,provided,not provided,,provided,included,224,RVC 50%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
